text,target,emotion
pessimist sees difficulty every opportunity optimist sees opportunity every difficulty n winston churchill quote,2,optimism
request mri years ago neuro requested last year i'm still waiting appointment mssucks healthcarefail,0,anger
user u lucky ahu,1,joy
know go next life lost,3,sadness
what's wrong always available what's right decide focus success,2,optimism
user user user n ndo rednecks intellectually intimidate force dancing clown,0,anger
far greet raised user come sparkling user user,1,joy
ending met mother dreadful,0,anger
user user see literally porn really work huff post,0,anger
natalie one top three favorites toofaced bitter,0,anger
user peanut butter kinda pervert,0,anger
i'll pity,3,sadness
user old sadly,3,sadness
instagram seriously sort sh spent ages writing caption delete post fume instagram,0,anger
user parents get help enable amp drink pregnant kill baby horrid,0,anger
free live music dc tonight blues moonshinesociety user loft starting pm user user,1,joy
think got together day randomly burst crying,3,sadness
user user new kennedy's american politics sadly mom daughter charming toe nail,3,sadness
yo yo yo name darthvader ni feel like need puff inhaler i'm rapper sick bars bars rap,3,sadness
user user i've got teampaella presents way fi think they'll arrive saturday sadly,3,sadness
people angry toward veggie burgers n wtf,0,anger
ugh what's wrong today feel absolutely dreadful wonder i'm fighting something roll home time,3,sadness
would give naked body,2,optimism
user user imagine stupid trying chirp racist prick,0,anger
user opened doors terrorism pay user user,0,anger
rangers v celtic revenge,0,anger
unrelated see words cr fra che think south park episode randy's obsession food network,1,joy
reflection grind real working jobs amp school ksudsm ksu recruiter instructor tumble gradschool,2,optimism
user glee,1,joy
haters like crickets chirp day walk past shut fuck - user idol,0,anger
really wanna dye hair bright colour iv spent time growing dye,2,optimism
stayed school cause ain't nobody,3,sadness
idea privacy vital could start privacy service,2,optimism
user wonder married frustrated men came across,0,anger
user dont sit take u spry young children,0,anger
user delivered without user - inspiring partnership women,2,optimism
upside saw corgi puppy tube today shining light dark,1,joy
omg we're eating drinking restaurant baby quell horror yummymummiesau,0,anger
really need pout time - getting nerves gbbo,0,anger
lost st louis week - user satisfied gobrowns,3,sadness
bowl new food processor broke user sadness,3,sadness
glad watch smackdown can't see men user user lose sohurt,3,sadness
modern proverb 'don't let anyone intimidate single marriages end divorce ',3,sadness
twitter font endless hilarity,1,joy
user old woman heartbreaking layoffs,3,sadness
user -trouble ' feigned anger gave look told behave knew though one -,0,anger
zayuuum bey's tatas got huge lol yummy,1,joy
cold sores worst second smile laugh blood everywhere,3,sadness
somebody called y'all president fucknugget idk laugh needed morning,1,joy
user stupid cunt relentless bullshit,0,anger
user user billy joel huge danger he's brave inspiring,1,joy
user shocking loss talented young man prayers pray family,3,sadness
republic would declare war patchouli incense,0,anger
best thing australianninjawarrior tonight watching failed attempts bomb slider hilarious laughingsohard,1,joy
many 'yeah thing going cops shooting innocent people sad - backyard ' sad blm,3,sadness
user sure half stars get together break affairs let porn vids slip fight ect etc ratings sad,3,sadness
user sorry hear mark,3,sadness
mary berry mel sue gone principles user gone fame fortune gbbo depressing,3,sadness
hell hath fury like sound technician scorned' n nthat's quote right,0,anger
nothing worse uber driver can't drive awful,0,anger
user hard folks realize deep hatred dive murky end pool guy nuts,0,anger
miss gran singing rawhide deep baritone growl,3,sadness
user otherwise committing crime soul sober ppl know good bad,2,optimism
there's bpharm guy eish guy brings anger life see nje like darkness fills user know,0,anger
dirty self loathing attitude mope talking,0,anger
user welcome mpsvt delighted grateful mpsvt relationships,1,joy
user user delusional disgraceful democrat enough said,0,anger
user i'm feeling bad family dog nightmare,3,sadness
could hundred million followers still genuine person understands wants cantshakethis sadness,3,sadness
clash titans wrath titans,1,joy
user review book faulted spending much time webster's introductory front matter brilliant,1,joy
trump's concern personal profit brand favors others trade needs us people,0,anger
user years irrelevant absolute joke manutd ticketing noloyalty joke notimpressed,0,anger
chad sarah honestly ex years ago cbb horrifying,0,anger
user user literally i'm awe,1,joy
started depression amp anxiety shits suicide thoughts bad thoughts thts hugging night,3,sadness
drop snapchat names bored snap swap pics,3,sadness
visit hospital care triggered trauma accident yrs ago image dead brother feeling symptoms depression,3,sadness
user thanks getting back exemplary customer service loyal customer jk residentadvisor poorservice,0,anger
user sadly,3,sadness
watch amazing live ly broadcast user lively musically,1,joy
blues riding cab home n- belly much bigger rest body n- couldnt preggy n- lose day,3,sadness
user user oh,1,joy
user bholenath ne apna gussa toh nikaalna hai either government helps take terrorism work wrath govt,0,anger
depressing week full rain ever lol,3,sadness
ten amazing snap power user gets short back-swing threat user rd atp,1,joy
user luckii i'm changing many ways bc scary joyful feeling making strong,1,joy
user jesus made think vols v fl games i've seen i've never seen win depression,3,sadness
allowed pereira start taking set pieces fuming,0,anger
user haha well today can't get beyond pout annoying i'm afraid,0,anger
user nice texans could hold onto ball give fuller hopkins chance awful tnf,0,anger
praying lord keep anger hate jealousy away heart sign maturity conciseness,2,optimism
internet age get mad proportion assume terrible worst little facts knowledge,0,anger
clue charger lost,3,sadness
yo talking horoscopes really clue saying gonna act offended question,3,sadness
terrorism intimidate populace case held 'coercion people uniform per se intimidation',0,anger
ahs every minutes i've saying 'nope nope i'd gone ' 'move' 'gtfo' thank,0,anger
user grapefruit squash gone able get weeks unhappy,3,sadness
way rage n non sum wopstar shit,0,anger
cancelled trains make mad could've spent time kodak morning ihatetuesdays ffffff,0,anger
user hope scare people owned figure move midnight,2,optimism
user great programme tonight sad upsetting extremeworld,3,sadness
please bear i'm twitter savvy real life i'm facebook person help gain followers blog selfhelp depression,3,sadness
nick said he's territorial he'll growl someone gets close hesananimal,0,anger
user devour unborn nhuman rejection nfrom wrath ruins,0,anger
user joke bank despair complete lack common sense uk however gets wtf wrong,0,anger
optimism may sometimes delusional pessimism always delusional alan cohen believe,2,optimism
user inconsolable gif context,3,sadness
peoplelikemebecause see happy exterior hopelessness sometimes feel inside depression anxietyprobz,3,sadness
user everyone world uses word terror serves purpose that's gcc case,3,sadness
user bit sad really think something better,3,sadness
user three r's depress,3,sadness
rojo terrible team,0,anger
it'd probably useful women i'm dealing re-reading article woman harassed subway,3,sadness
lysol got stuck spray position we're slowly suffocating trash smells like febreeze factory,0,anger
duane allman died learned appreciate stevie ray vaughan true story blues legends,2,optimism
'how ruining america' liberal lip service pointing inequity protect feigning indignation,0,anger
part danielhive insecure got,3,sadness
people smoke cigarettes irritate soul,0,anger
funny feeling mayweather mcgregor become trilogy make million make x hmmm suspicion,1,joy
user user give smiling emoticon ya dont like idea frowning gt lt,1,joy
travelfail virgin virginaus etihad nightmare we're also delayed obvs,0,anger
